,Unnamed: 0,technology_terms,id,category,sector,technology_group,technology,description,technology_term,source,priority,combined
691,691,renewable energy,832242,low GHG steel,Industry,Manufacturing innovation,low GHG steel,"In iron and steel industry, technology of significant emissions reductions from iron and steel production, such as replacement of coal with plant-based charcoal and reduction of iron oxide. Here does not include carbon capture and storage, waste heat reuse, introduction of gas turbines or of renewable energy sources.","“low GHG steel”, “carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, “waste heat reuse”, “gas turbine”, “renewable energy”",http://www.b-t.energy/landscape/manufacturing/low-ghg-steel/,1.0,Industry Manufacturing innovation
692,692,heat pump,831062,heat pumps,Human settlements,Energy management,heat pumps,"Heat pumps deliver heating, cooling and hot water to buildings. Three main types: ground source, ground water source, and air source.",“heat pump”,https://www.ctc-n.org/technologies/heat-pumps,1.0,Human settlements Energy management
693,693,waste-to-energy,827343,energy-from-waste,Industry,Energy use innovation,energy-from-waste,"Also “waste-to-energy”; technology of generating energy in the form of electricity, heat or fuel from the primary treatment (e.g. incineration) of waste.","“energy-from-waste”, “waste-to-energy”",https://www.ctc-n.org/technologies/energy-supply-waste,1.0,Industry Energy use innovation
694,694,CCS,827343,carbon capture and storage,Industry,CCS,carbon capture and storage,"Also, “CCS” or “carbon sequestration”; technology of separating CO2 emissions generated through conventional power generation and industrial production processes, after which the compressed CO2 is transported to a suitable geological storage location.","“carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, CCS",https://www.ctc-n.org/technologies/co2-storage-technologies,1.0,Industry CCS
695,695,carbon capture and storage,827343,carbon capture and storage,Industry,CCS,carbon capture and storage,"Also, “CCS” or “carbon sequestration”; technology of separating CO2 emissions generated through conventional power generation and industrial production processes, after which the compressed CO2 is transported to a suitable geological storage location.","“carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, CCS",https://www.ctc-n.org/technologies/co2-storage-technologies,1.0,Industry CCS
696,696,PV,779541,solar PV,Energy,Solar energy sources,solar PV,Also “solar photovoltaic”; technology of using solar cells to convert solar radiation directly into electricity.,"photovoltaic, PV, “solar cell” ",https://www.ctc-n.org/technologies/solar-pv,1.0,Energy Solar energy sources
697,697,CHP,779541,combined heat and power (CHP),Buildings,Interior appliance design,combined heat and power (CHP),Technology of an integrated system that combines electricity production and recovery of waste heat.,"“combined heat and power”, CHP",https://www.ctc-n.org/technologies/large-scale-combined-heat-and-power,1.0,Buildings Interior appliance design
698,698,fuel cell,779541,fuel cell,Transport,Transport Fuel,fuel cell,Technology of producing or using hydrogen or certain alcohols such as methanol as transportation fuel.,“fuel cell”,https://www.ctc-n.org/technologies/fuel-cells-mobile-applications,1.0,Transport Fuel
699,699,energy storage,779541,energy storage,Energy,Energy Storage,energy storage,"Technology of energy storage, such as batteries, pump systems or flywheels. Here does not mean energy storage in vehicles.","“energy storage”, “pump system”",http://www.b-t.energy/landscape/electricity/ultra-low-cost-electricity-storage/,1.0,Energy Storage
700,700,micro-grid,779541,micro-grids,Human settlements,Energy management,micro-grids,A group of interconnected loads and distributed energy resources (DERs) within clearly defined electrical boundaries that acts as a single controllable entity with respect to the grid. A micro-grid can connect and disconnect from the grid to enable it to operate in both grid-connected or island-mode.,"“micro-grid”, microgrid",https://www.ctc-n.org/technologies/micro-grid,1.0,Human settlements Energy management
701,701,geothermal energy,727583,geothermal,Energy,Other renewable energy sources,geothermal,Technology of heating buildings and/or producing electricity by using natural reservoirs with hot water inside the Earth's crust.,"geothermal, “geothermal energy”, “geothermal power”",https://www.ctc-n.org/technologies/geothermal-electricity,1.0,Energy Other renewable energy sources
702,702,district heating,727583,district heating and/or cooling,Human settlements,Energy management,district heating and/or cooling,Pipe network that supplies heating/cooling and hot/cold water for connected consumers from a central power plant.,"“district heating”, “district cooling”",https://www.ctc-n.org/technologies/district-heating-and-cooling,1.0,Human settlements Energy management
703,703,renewable energy,727583,low GHG steel,Industry,Manufacturing innovation,low GHG steel,"In iron and steel industry, technology of significant emissions reductions from iron and steel production, such as replacement of coal with plant-based charcoal and reduction of iron oxide. Here does not include carbon capture and storage, waste heat reuse, introduction of gas turbines or of renewable energy sources.","“low GHG steel”, “carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, “waste heat reuse”, “gas turbine”, “renewable energy”",http://www.b-t.energy/landscape/manufacturing/low-ghg-steel/,1.0,Industry Manufacturing innovation
704,704,geothermal,727583,geothermal,Energy,Other renewable energy sources,geothermal,Technology of heating buildings and/or producing electricity by using natural reservoirs with hot water inside the Earth's crust.,"geothermal, “geothermal energy”, “geothermal power”",https://www.ctc-n.org/technologies/geothermal-electricity,1.0,Energy Other renewable energy sources
705,705,energy storage,727583,energy storage,Energy,Energy Storage,energy storage,"Technology of energy storage, such as batteries, pump systems or flywheels. Here does not mean energy storage in vehicles.","“energy storage”, “pump system”",http://www.b-t.energy/landscape/electricity/ultra-low-cost-electricity-storage/,1.0,Energy Storage
706,706,energy storage,720985,energy storage,Energy,Energy Storage,energy storage,"Technology of energy storage, such as batteries, pump systems or flywheels. Here does not mean energy storage in vehicles.","“energy storage”, “pump system”",http://www.b-t.energy/landscape/electricity/ultra-low-cost-electricity-storage/,1.0,Energy Storage
707,707,CSP,720985,concentrated solar power (CSP),Energy,Solar energy sources,concentrated solar power (CSP),"Technology of producing electricity by concentrating the sun’s rays to heat a medium (usually a liquid or gas) that is then used in a heat engine process (steam or gas turbine) to drive an electrical generator. Four main CSP technologies can be distinguished: parabolic troughs (PT), solar towers with central receivers (CR), linear Fresnel reflectors (LF) and parabolic dishes (PD).","“concentrated solar power”, CSP, “concentrated solar”, “parabolic trough”, “solar tower with central receiver”, “Fresnel reflector”",https://setis.ec.europa.eu/technologies/concentrated-solar-energy,1.0,Energy Solar energy sources
